,sentiment,sentiment:confidence,text
827,0,0.6723,block trade detected aapl
828,0,0.7135,cnbctv apple takes stand aapl
829,0,0.711,"check benz ipad leather case device, beige mercedesbenz"
830,0,1.0,even thinking about fixing your wifi issues? yosemiteproblems
831,0,0.7313,just wait until inquisition feels like origins
832,0,1.0,"solution offering integration suite, something like approach"
833,0,0.5213,adds some heavyhitting digitalhealth partners rival
834,0,1.0,"listen you'd think only keep your brain sharp thru certain apps they provide sell reading, muhfugs"
835,1,1.0,"customer service from best years having enjoying their products, have zero complains thanks apple"
836,0,0.7412,foldable macbook falling your laptop creates latest innovation
837,0,0.6971,where kenneth
838,0,1.0,when have gone through iphone chargers past montht hank
839,0,1.0,steve job's deposition ipod lawsuit could cost billion musicbiz musicindustry apple
840,0,0.6771,trickle information released healthkit note 'going braid' strategy hcub2014
841,0,1.0,pegraton gain orders 2015 iphone aapl aapl
842,0,0.7253,block trade detected aapl
843,0,1.0,apple fibonacci technicals levels intraday update aapl aapl
844,1,1.0,thanks info genius able computer booted forcing discreet video card boot
845,0,0.6868,transpartent resin infused composite structures
846,0,1.0,every iphone update spellcheck suppress greatness more more stop trying tell what type
847,0,1.0,can!
848,0,0.6708,know users were happy turdbolt? because eschewed esata since inception kicks dead steve
849,0,0.6722,visits
850,0,0.6515,angeles unified school district reportedly suspends ipad purchases following raid aapl aapl
851,0,1.0,"more expensive products failing after less than months warranty, recourse this junk again?"
852,0,0.6584,"obviously part left's multi talented, super successful gays business agenda"
853,0,0.8112,matthew neville shifting role customs compliance global customs compliance forum trade
854,0,1.0,really???
855,0,1.0,visits
856,0,1.0,visits
857,0,1.0,visits
858,0,1.0,"photo check, shady groove check being techie, seem frequent"
859,0,1.0,visits
860,1,1.0,hear about patent apple that's quite innovative idea mobile screen will never break future
861,1,0.8365,yeay! glad worked
862,0,0.7284,apple price target rises apple aapl
863,0,1.0,know when sorti problems ipadmini freezing slow
864,0,0.5009,loved discussion about come back called second turnaround bi_ignition2014
865,0,1.0,oddly uplifting story apple founder sold stake aapl aapl
866,0,1.0,ended getting computer anyhow (work computer) here's switch between cards
867,0,1.0,whoever downgrades from iphone obviously doesn't understand extra battery life every morning dead
868,0,1.0,why'd this us?!
869,0,1.0,"made tape dispensers staplers, would set!"
870,0,0.6468,granted patent tech that shifts iphone's center mass during fall prevent damage screen uspto
871,0,1.0,fuck apple
872,0,0.7463,bought this maybe weeks it's already started
873,0,0.6971,trumps streaming media sales
874,0,0.6765,trumps streaming media sales
875,0,0.6517,this phone sucks can't make stand side can't wait iphone this dingles
876,0,1.0,it's phone what ain't shit problems this shit
877,0,1.0,iphone have longer upgrade cycle expect unit sales fall aapl aapl
878,0,1.0,visits
879,0,1.0,waiting week duns number preventing from being able build release client's hate
880,0,0.7319,pegatron handle more than half 'iphone orders 2015 blog aapl
881,0,1.0,"last month cable this month earpiece, give break"
882,0,1.0,time apple stock? aapl
883,0,0.5259,"more evidence that apple, needs refresh apple aapl"
884,0,1.0,sometimes have restart phone make siri speak selection it's annoying fixit
885,0,0.4705,always talk town' crescentgate
886,0,0.6882,aapl apple back court with billion line
887,0,0.6888,sure want plus iphone6 iphone6plus iphone
888,1,1.0,"companies admire must rocks work there, because mainly their boss their culture"
889,0,1.0,time apple stock? aapl aapl
890,0,0.7089,time apple stock? motley fool aapl
891,0,0.6888,"more evidence that apple, needs refresh appletv motley fool aapl"
892,1,0.7024,dear karen wins best customer service ever waited hold minutes help while waited hold bank
893,1,1.0,thanks much!
894,0,0.6723,"isn't there vomiting emoji yet,"
895,0,0.4966,good lmao burn daytona ground
896,0,1.0,julian robertson still bullish apple aapl
897,0,0.7639,foldable macbook falling your laptop creates latest innovation
898,1,0.6722,"apple's iphone gained significant share japan, germany great britain aapl iphone6"
899,0,0.5167,"question, will passbook ever anything?"
900,0,1.0,send computer today broken whyamihavingtomakegeniusbarappointmentsalready
901,0,1.0,utterly rediculous! takes simple thing like syncing ringtone? itunes accessability horific! again! rediculous!
902,0,0.6329,lawsuit asks whether apple used itunes price fixing aapl
903,0,0.6661,"apple hints work gaming user interfaces future products, oculus leap experts wanted aapl aapl"
904,0,0.6587,this phone sucks can't make stand side can't wait iphone this dingles
905,1,1.0,goodbye graphics problems thank such great customer service
906,1,1.0,goodbye graphics problems thank such great customer service
907,1,1.0,apple dominates mobile online shopping percent aapl
908,0,1.0,jobs said apple took pains protect record contracts stevejobs aapl
909,0,1.0,think need product ipster
910,0,0.6725,buddies level store startups nice
911,0,1.0,kind thought that before hand
912,0,0.6777,wrist devs embrace future apple watch apps aapl aapl
913,0,1.0,apple fibonacci technicals levels intraday update aapl aapl
914,0,1.0,being told because product price can't overrided must full price then call back
915,0,0.6882,"same, really"
916,0,0.6777,"isn't there vomiting emoji yet,"
917,0,1.0,apple fibonacci technicals levels intraday update aapl aapl
918,0,1.0,phone died what fuck this
919,0,1.0,"aapl apple's iphone gained significant share japan, germany"
920,1,0.7903,just powerbeats2 back from repair shoutout
921,1,1.0,happy help kind words using apple process free fast with
922,0,0.7233,apple failed make sapphire iphones aapl aapl
923,0,1.0,note mail still trouble sending last update didn't mail that doesn't send? useful
924,1,0.651,good shiny macs will keep this handy!
925,0,1.0,fucking goddamn stupid fucked justsayin itunes
926,0,0.6839,isn't there dreidel emoji
927,0,0.8185,phone dropped this happened?? wanna help
928,0,1.0,chartoftheday apple aapl
929,0,1.0,dear could too!
930,1,0.6635,"apple's iphone gained significant share japan, germany great britain aapl aapl"
931,0,1.0,phone died what fuck this
932,0,1.0,activation airdrop kills wifi what have done
933,0,0.4589,can't wait your technology analysis firm public with stock symbol rong
934,0,1.0,jimmy iovine apple 'you have hole music right plug aapl
935,0,1.0,ios8 continuity know your mobile aapl
936,0,1.0,ios8 iphone6 issues device with voicemail phone being phone seems under developed listen message take note!
937,1,1.0,apple's iphone plus amazingly captures phablet market right gate aapl aapl
938,0,1.0,bloombergtv ipod trial consumers other options gauna aapl
939,0,0.6577,check your local store pick smart thermometer this season apple
940,1,0.7456,iphone plus will huge china this spring aapl aapl
941,0,0.6739,iphone plus will huge china this spring aapl aapl
942,0,1.0,apple fibonacci technicals levels last intraday update aapl aapl
943,0,1.0,apple fibonacci technicals levels last intraday update aapl aapl
944,0,0.6759,srsly check your local store pick smart thermometer this season apple
945,0,1.0,when release infiniteflight update appstore? says update your hands
946,0,0.3562,support said can't test can't assume phone working keep saying can't does help i'll back
947,0,1.0,that rage when dealing geniuses when they maintain 'it's known issue' when simple google search shows it's
948,0,1.0,cnbc apple antitrust trial aapl
949,1,0.6513,barclays raises aapl price target aapl aapl
950,0,0.6722,help! memory been cleared it's asking password? it's can't
951,0,1.0,steve jobs don't know what claims case are' aapl aapl
952,1,0.6635,happy month
953,0,1.0,yeah don't make them into tablets
954,0,0.6673,apples meant healthy
955,0,1.0,these phones make people
956,0,1.0,block trade detected aapl
957,0,1.0,apple trading daily profit weekly profits aapl stockaction trading stocks
958,0,0.6598,justice department cites 18th century federal unlock iphones
959,0,1.0,siri never understands just said 'new language' didn't speak english without major accent apple
960,0,0.6839,block trade detected aapl
961,0,0.6606,block trade detected aapl
962,1,0.5327,thanks great leadership federal grand jury subpoenaed documents from unified
963,0,1.0,google winner lausd's ipad scandal aapl
964,0,0.6758,"you're selling this lightning cord, doesn't work accessorymaynotbesupported what's deal?"
965,0,0.7689,"apple, google, amazon facebook aapl"
966,1,0.6538,"badge finally works work site, just tore guest sticker badge into many, many pieces feel like man!"
967,0,1.0,could just gone canal street knockoff cmonman must lightning cord?
968,0,1.0,please make gold macbook
969,0,1.0,aapl lawsuit asks whether apple used itunes price fixing
970,0,0.7439,another lawsuit against this about ipod antitrust tactics itunes
971,0,0.651,million infringing ancient pager patents sure intellectualproperty pgsip
972,0,0.7161,"early movers anf, tjx, tgt, lyv, sne, aapl more these stocks posting largest moves before bell"
973,0,1.0,can't netbot store help asap
974,0,1.0,details giant sized ipad might have just leaked
975,0,1.0,"apple price close, december 2014, apple aapl"
976,0,1.0,yall needa step music snapchat same damn time thank note4
977,0,0.6833,should able leave facetime video messages
978,0,0.7201,aapl carl icahn cause private equity bubble?
979,0,1.0,believe that still with given nature what have been accused disgusting
980,0,0.7024,can't hide gray controller player? what heck?
981,0,0.651,learning about apple ipad 128gb gold
982,0,0.6882,"yeah, it's everyone sold soul while thanks link!"
983,0,1.0,wait okay here yeah actually should burn down
984,0,1.0,here's jimmy iovine convinced apple beats aapl
985,0,1.0,things didn't know your iphone6 could aapl
986,0,1.0,questions every should about iwatch
987,0,1.0,where fuck phone shouldn't take this long
988,0,0.6897,role requires hardware! thankful
989,0,0.5402,"aapl apple devices clobber androids cyber monday, underdog"
990,0,1.0,howto import objective code into bridging header file swift
991,0,1.0,apple cook comes
992,1,1.0,great piece from store profits from exclusive content
993,0,1.0,lolol stupid phone should best most varied sort this phone apols
994,0,1.0,"shockingly, imessage desktop fucked again great work, seriously, point with network services only"
995,1,0.6539,"sayin', aapl still king"
996,0,1.0,office today remotesupport techlife
997,0,0.6661,aapl fantastic investment what will future? will aapl beat aapl?
998,0,1.0,what don't want money going africa fight aids? have problems here need fight apple africa
999,0,1.0,"early movers anf, tjx, tgt, lyv, aapl more these stocks posting largest moves before bell"
1000,0,0.6638,update twitter ipad
1001,0,0.6575,"hshdsh ideas bought, borrowed, stole infographic"
1002,0,1.0,apple releases safari aapl
1003,0,1.0,feed (futter mein ego) iphone tough computing communication melasdesign
1004,0,1.0,laptop battery went straight from
1005,0,0.7044,"last yeari bought 'superman' 'superman returns' from they aren't available stream, real answer"
1006,0,1.0,will definitely think carefully future about buying something from support can't even tell what's going wrong
1007,0,0.7653,trumps streaming media sales
1008,0,0.6442,iphone plus shipping times improve days many models aapl
1009,0,1.0,here's apple's next great business aapl
1010,0,0.7734,apple most important stock earth? apple aapl seeking alpha
1011,0,0.697,shoot space grey 64gb iphone right quick
1012,0,1.0,where iphones come from? what's your rareearths
1013,0,0.4298,"aapl dexcom terry gregg explains stock leap, plans 2015"
1014,0,0.6513,aapl here's apple's next great business
1015,0,1.0,apple most important stock earth? aapl
1016,0,1.0,this 16gb going kill this close taking shit phone
1017,0,0.6445,pathetic display
1018,0,0.7119,'techy' with another shout ipad chromebook
1019,1,1.0,beyond thankful help gave today computer defective they replaced while just payed difference
1020,0,0.6932,"blog post final aapl putcallratios wednesday, december 2014"
1021,0,0.6464,"final aapl putcallratios wednesday, december 2014"
1022,0,0.6631,shipping estimates inch retina imac improve weeks blog aapl
1023,0,1.0,cases citycreek apple applestore
1024,0,1.0,fail poli because this fucking laptop suing
1025,1,0.7429,cases citycreek apple applestore productred aids founda
1026,0,1.0,"world's first applewatch hackathon, apps challenges emerge aapl"
1027,0,1.0,phone disturb still getting notifications this shit
1028,0,1.0,currently hold with cupertino genius appointment madrid dontask
1029,1,1.0,first tweet from iphone plus newtoy
1030,0,0.6823,this
1031,0,1.0,just much asshole your shit together
1032,0,1.0,wouldn't phone claims that didn't tell them screen fucked
1033,0,0.6598,aapl carl icahn cause private equity bubble?
1034,0,1.0,ischool? education
1035,0,0.7481,"always have setting 'when app' location apps, instead just always never?"
1036,0,1.0,y'all should apple symbol into home button yalls next device
1037,0,1.0,"iphone6 users complain apple about front wednesday, december)"
1038,0,1.0,"verr _cktes _cht iphone6s apple watch wednesday, december)"
1039,0,0.6538,"competition between wireless carriers benefits apple, aapl"
1040,0,1.0,raises apple price target 'exceptionally strong' demand aapl
1041,0,1.0,"final aapl putcallratios wednesday, december 2014"
1042,0,0.6803,post blog cases citycreek apple applestore
1043,1,0.6624,cases citycreek apple applestore
1044,0,1.0,replied livingthedream
1045,0,1.0,check founder views eggfreezing benefits female engineers womenintech
1046,0,0.6722,channels hilarious catalog bookbook time ikea
1047,0,0.6675,"cleared, smartphone connected thermometer stores! holiday"
1048,0,0.6971,replied livingthedream
1049,0,0.6492,trumps streaming media sales
1050,0,1.0,apple secretly deleted ipod owners' songs downloaded from competing music services aapl
1051,0,1.0,"dear have baby copying files finder? it's like copying files hard wait, it's"
1052,0,1.0,apple cook comes
1053,0,1.0,please yourself together! need products work!
1054,0,0.7916,dear it's fault that your macbook airquotes does have fast ports drop future toycomputer
1055,0,1.0,"days purchase ringtones them appear phone purchased, they appear credit card"
1056,0,0.667,developments welove aapl that retina screen ohai
1057,1,0.344,didnt make such good products would boycott forever
1058,0,1.0,devils were making their phone called people hung them it's wtf! iphoneissues
1059,0,1.0,apple admits deleted songs purchased through competing stores from ipods aapl realnetworks
1060,0,0.7177,gotta switch that android life galaxy
1061,1,0.6933,"iphone i've pretty much iphones 3gs, mobilephone"
1062,0,0.6879,"happy have caused this happen through system update, still mavericks"
1063,0,0.6584,only happened once perhaps because network? this setting
1064,0,1.0,becoming very petty about allowing certain apple resources work chrome
1065,0,0.6722,agree about apple their customer service based condescending employees treating
1066,0,0.6464,customers captive audience
1067,0,1.0,mini with gift card!
1068,0,0.6781,there anything more maddening than notifications appearing with upgrade?
1069,0,1.0,some star wars action itunes
1070,0,0.5497,need rolling emoji pronto
1071,0,0.5327,need rolling emoji pronto
1072,0,1.0,your chargers suck
1073,0,1.0,more fuck
1074,0,1.0,yeah! monarchywpb sticker ride with boommovement
1075,0,0.6884,aapl apple (aapl) falls week because monday morning drop
1076,1,1.0,apple donates 291k pennsylvania school district aapl
1077,1,0.7454,runs world look around
1078,0,0.6789,questions mobile goog googl aapl amzn ssnlf
1079,0,1.0,patents system that changes position iphone
1080,0,1.0,syncdefaultsd crashing every five minutes losing preference settings keep system preferences open
1081,0,1.0,ios8 upgrade creates cutandpaste problems impressed anyone else
1082,0,1.0,"music library wont sync music etc, itunes tells sync completed, nothing uploaded,how this? frustrating"
1083,0,1.0,fucking everyone name group chats their things please thanks
1084,0,1.0,honestly sucks
1085,0,0.6876,ping connection thanks
1086,0,0.6604,yosemite needs more testing just hooked machine thunderbolt display greeted with this
1087,0,1.0,ironic that we're event mp15) talking about companies that don't need more people talking about them
1088,0,1.0,only have used phone
1089,0,0.7073,make some better chargers make them cheaper this ain't getting done
1090,0,0.7877,anyone figured iphones randomly lose their contacts hours reason?
1091,0,0.9351,phone while plugged
1092,0,1.0,your latest commercial!!
1093,0,0.7368,degrees nice weather
1094,0,1.0,accused deleting songs from ipods without users' knowledge
1095,0,1.0,ughhhh just itself already
1096,0,0.5169,chrome books overtake devices education market!
1097,0,1.0,"aapl new, reaching apple patent reveals next iphone demonstrate"
1098,0,0.7079,alabama state representative name anti discrimination bill after cook aapl apple timcook
1099,0,0.6878,shake phone move apps after double clicking middle iphone button please
1100,0,1.0,over hour hold with customer service trying figure their messup
1101,0,1.0,isn't there otter emoji
1102,0,0.6474,news apple patent could prevent cracked iphones apple awarded patent gravity defying
1103,0,1.0,fuck
1104,0,1.0,fuck
1105,0,0.678,type more than words minute with nintype keyboard aapl
1106,0,1.0,iphone chargers suck disappointed
1107,0,1.0,russia could apple iphone lawmakers aapl tech reverse security reasons
1108,0,0.6828,forreal done
1109,0,1.0,between
1110,0,1.0,does word 'demographic' have synonyms attached your dictionary application incompetence
1111,0,1.0,y'all shit cheap
1112,0,0.6774,aapl alabama anti discrimination bill named after apple's cook
1113,0,1.0,y'all shit cheap
1114,0,0.6528,digital makeover giveaway 1000 ipad macbook more
1115,0,1.0,need hurry make middle finger emoji
1116,0,1.0,iphone battery life takes piss sort iphone iphone apple
1117,0,0.6618,aapl bloomberg billion antitrust suit against apple (audio)
1118,0,1.0,"seriously iphone it's been fucking day, won't alarm lecture tuition"
1119,0,0.6752,true silly iphone' your life together
1120,0,1.0,true silly iphone' your life together
1121,0,0.6758,niggas really this weak album this artwork iphone? bout first galaxy
1122,0,0.6708,apple fails store trademark appeal aapl
1123,0,0.739,removed songs from ipods without telling customers
1124,0,1.0,that your iphone's alarm fails work sometimes?? missed bonus points from class because this sooooo annoyed
1125,1,1.0,photo amazing customer service today store worked form store several hours
1126,0,0.4877,engineer makes printer from lego makers
1127,0,1.0,done with this piece shit phone doesn't ever send notifications when taylor tweets fuck
1128,0,1.0,gamergate 64megaherts there
1129,1,0.6661,amazing customer service today store worked form store several hours tbjapodcast while
1130,1,0.9126,loving update mac! yosemite
1131,0,1.0,engineer makes printer from lego makers
1132,0,0.6861,aapl dec1 miniflash crash crazy minute shares downgrade market weight trim stock from
1133,0,0.6568,where's freaking gelato emoji when one?
1134,0,1.0,many feedback assistant messages have send before anything about
1135,0,1.0,once again inconsistent with rules maintain their plausible deniability sorry hear that greg
1136,1,1.0,market share smartphone market driven iphone great that over third sales were made apple stores
1137,0,1.0,aapl alabama anti discrimination bill named after apple cook
1138,0,1.0,"verr _cktes _cht iphone6s apple watch thursday, december)"
1139,0,1.0,apple quarter 2014q3 free donkey stocks aapl
1140,0,1.0,thought this shit suppose gorilla glass
1141,0,0.4964,aapl update alabama anti discrimination bill named after apple's
1142,0,1.0,your built keylogger been provided
1143,0,0.6634,your built keylogger been provided
1144,1,0.6825,great attachment means watch awards
1145,0,0.6543,your built keylogger been provided
1146,0,1.0,iphone plus makes large phone sales iphone leads devices blog aapl
1147,0,1.0,your definition 'easy' warped thanks useless corporate speak
1148,0,0.6584,rise chromecast decline chart
1149,0,1.0,"11am battery die,"
1150,0,0.6879,that yesterday again! told issue with this just added worst months customer service ever!
1151,0,0.6972,patent anti grqvity will reorient phone when drop detected help protect saphire retina screen
1152,0,1.0,when going stop producing these pieces shit earphones? about time earphones that dont tangle!
1153,0,1.0,this patent apple anti gravity phone includes predictive programing drops
1154,0,0.6613,"starbucks launches 'mobile order pay' iphone portland, national rollout coming 2015 blog aapl"
1155,0,0.6619,aapl 'fast money' recap which stocks struggling despite rally?
1156,0,0.6957,apple cook comes
1157,1,1.0,"happy now, thnx fags"
1158,0,0.4925,it's your battery that's dying long live apple that will sell battery iphone
1159,1,1.0,here's apple's next great business (aapl) investwall aapl
1160,0,0.6878,alabama anti discrimination bill named after
1161,0,0.6979,thank smug told fault lightening cable breaking just read forums crapcable
1162,0,1.0,"agree with you, they're about robust chocolate fire guard"
1163,0,0.6894,"apple faqs when will apple launch apple secure thursday, dece"
1164,0,0.7689,"patent number patent 8,903,519"
1165,0,0.6669,"'but sir, handle them' robust wall full them appleporkies"
1166,0,1.0,well need
1167,0,1.0,yeah apple slackin
1168,0,1.0,happened
1169,1,1.0,"apple devices clobber androids cyber monday, underdog catching aapl aapl"
1170,0,0.6401,"apple adds issuers federal credit union, credit union bank aapl aapl"
1171,0,1.0,well thanks losing over 5000 songs classic every photo itouch deleted greatcompany
1172,0,1.0,"apple 'deleted' rivals' music from ipods, court hears aapl aapl"
1173,0,0.6515,apple worth more than entire russian stock market aapl aapl apple
1174,1,0.6651,ipod from 2005 stopped workin years ago!!! just came back life!!
1175,0,1.0,does take long send password reset email ipod apple soslow
1176,0,0.6765,make them poor increase profits? cynic
1177,0,1.0,even more reason stop using benzene manufacturing
1178,1,0.5138,apple worth more than entire russian stock market aapl aapl
1179,1,0.6552,"products, 'innovative services' lead barclays hike apple price target aapl aapl"
1180,0,1.0,walked into work seen this traded bent iphone yall needa this shit
1181,0,1.0,almost want back android because won't apple have torrent?
1182,1,0.6686,"thanks heads live frozen wasteland, arid desert"
1183,0,0.649,kantar worldpanel iphone sales october were 'huge' aapl aapl
1184,0,0.7039,fault lmfao
1185,0,1.0,apple breaks 700b market johnspallanzani
1186,0,0.6723,apple iphone plus retina imac ship times improve time holidays aapl aapl
1187,1,1.0,apple iphone plus retina imac ship times improve time holidays aapl aapl
1188,0,0.6822,raises apple price target 'exceptionally strong' demand apple insider aapl
1189,1,1.0,insanely great news teams with iads programmatic launch
1190,0,1.0,namesake alabama anti discrimination bill
1191,0,1.0,apple users surprised? tells them hold their phones what's their phones what they listen isheep
1192,1,0.4882,apple poised have record breaking holiday season aapl aapl
1193,0,1.0,need sort your phones
1194,0,0.7689,apple intraday comments opening premium users aapl stockaction trading stocks
1195,1,1.0,apple poised have record breaking holiday season aapl aapl
1196,0,1.0,"your grand central store when comes service? 14th street much, much better"
1197,0,0.8578,onthisdayindigital signed deal with china today 2013 finally sell iphones country
1198,0,0.659,"kantar iphone helps apple gain share over android, iphone outselling iphone plus aapl aapl"
1199,1,1.0,"iphone6 sales success gives apple best ever market position thursday, december)"
1200,0,1.0,fuck phone been searching service almost complete
1201,0,0.918,apple fibonacci technicals levels intraday opening aapl aapl
1202,0,1.0,even more reason stop using benzene manufacturing
1203,0,0.6961,"didn't imagine when ipod users synced with itunes, deleted songs bought elsewhere"
1204,1,1.0,greatservice thanks helping sylvester
1205,0,1.0,i've been waiting months iphone what fuck
1206,0,1.0,apple details elaborate transit navigation system patent applications aapl aapl
1207,0,1.0,"iphone6c release date, rumours leaked images will apple release thursday, december)"
1208,0,0.6635,refusal application store upheld australian federal court apple appeal
1209,0,1.0,better than
1210,0,1.0,apple fibonacci technicals levels intraday update aapl aapl
1211,0,0.5211,block trade detected aapl
1212,0,0.6425,truly feel apple needs more with itunes match make worth
1213,0,1.0,here's next great business! what will apple's primary source revenue 2015? service company
1214,0,0.6792,finally your iphone6 iphone plus from apple within week aapl
1215,0,0.6635,this happening your itunes account? secretly deleting your itunes music
1216,0,0.6578,"alabama anti discrimination bill will have cook namesake, though initially hesitant"
1217,0,0.6575,aapl after years losses apple finally clawing back some market share
1218,1,0.6667,"from afternoon ipadair2, there something everyone with touchpoint rewards visit more info"
1219,0,1.0,"fuck thinking want text messages computer, ipad phone thisiswhypeoplegetmurdered"
1220,0,1.0,apple intraday comments updated range premium users aapl stockaction trading stocks
1221,0,0.6731,"offer feedback their messaging program, webpage from ichat like 2010)"
1222,0,0.6722,apple fibonacci technicals levels intraday update aapl aapl
1223,0,1.0,loosing things that used make much better live with than windows
1224,0,1.0,apple intraday comments updated range premium users aapl stockaction trading stocks
1225,0,1.0,don't undestand creditcare website doesn't work prod request paper bills whatyearisit poorcustomerservice
1226,0,1.0,apple deleted itunes music ipods aapl
1227,0,0.6509,aapl bloomberg brief antitrust suit against apple (audio)
1228,1,0.6801,"congrats cleared, smartphone connected thermometer stores!"
1229,0,0.5411,block trade detected aapl
1230,1,1.0,share smartphone sales soared months october thanks iphone6 launch
1231,0,1.0,"apple wants make your commute much easier, according this patent aapl aapl"
1232,0,0.6613,cook's billion 'mistake' aapl
1233,0,1.0,apple intraday comments range premium users aapl stockaction trading stocks
1234,0,1.0,"apple wants make your commute much easier, according this patent aapl"
1235,0,0.6661,developer perfectly summed limitations applewatch aapl
1236,0,1.0,here main differences between apple carplay androidauto aapl goog
1237,0,0.7906,apple fibonacci technicals levels intraday update aapl aapl
1238,0,0.6876,there salt shaker emoji
1239,0,1.0,details apple ipadmini4 revealed motley fool aapl
1240,0,1.0,okay sound phone messed really think you're doing this purpose
1241,0,1.0,"competition between wireless carriers benefits apple, motley fool aapl"
1242,0,1.0,what hell this glitches
1243,0,1.0,apple cook comes
1244,0,1.0,"11am battery die,"
1245,0,0.6659,guys look into iphone dropping ringtones? told been working problem weeks now!
1246,1,0.6646,apple have 'explosive' quarter analyst aapl
1247,1,0.5126,connection safer conditions workforce
1248,0,0.4678,connection safer conditions workforce
1249,0,1.0,steve wozniak discusses apple's early days working with steve jobs blog aapl
1250,0,0.6759,"aapl john sculley pans apple watch, loves apple"
1251,1,0.6821,apple crushing google mobile shopping aapl aapl
1252,0,1.0,"iphone6, plus trigger spike apple sales worldwide thursday, december)"
1253,0,0.7119,what talking about back time
1254,0,1.0,"steve wozniak apple, computer revolution, working with stevejobs businessweek aapl"
1255,0,0.6536,star analyst alex gauna from securities rated aapl alex success rate nasdaq stocks aapl
1256,0,0.5353,aapl iphone manufacturing costs show huge profit potential aapl
1257,0,0.7244,sketchy rumor claims apple planning inch iphone 2015 aapl
1258,1,0.6591,aapl beacons stores ahead holidays
1259,0,0.7201,"trade aapl free nightly updates posted here twitter, visit trade aapl free website here"
1260,1,0.6464,connection safer conditions workforce
1261,0,0.6527,block trade detected aapl
1262,0,1.0,"aapl alex gauna flips apple bit, sets street high target"
1263,0,1.0,that moment everytime when walk after purchase receipt emailed think getting stopped miniheartattack
1264,1,0.6879,freaking awesome apple macbookpro lovingit
1265,1,0.6618,"aapl shorting apple love company, love their products, everybody admires apple, capitalization wild"
1266,0,0.6661,this
1267,0,1.0,thats their twitter
1268,1,1.0,"thestreet cramer says mapple, avago tech's earnings hint demand avgo aapl"
1269,0,1.0,they have twitter
1270,0,1.0,domt think
1271,0,0.5104,well they should have twitter
1272,0,1.0,apple fibonacci technicals levels intraday update aapl aapl
1273,0,1.0,apple support have twitter think
1274,0,0.6669,apple named 10th most disruptive idea past years businessweek aapl aapl
1275,0,0.7201,amazon enigma aapl amzn baba ecommerce econsumerism financial news
1276,0,0.6884,apple named 10th most disruptive idea past years businessweek aapl aapl
1277,0,1.0,year wizkid turned down nabbed backing from hollywood star
1278,0,0.6754,peroquemorro !!!! 'lawyers ipods deleted songs purchased from
1279,0,1.0,apple most important stock earth? aapl
1280,0,1.0,apple most important stock earth? aapl
1281,0,1.0,apple most important stock earth? aapl
1282,0,0.7089,apple most important stock earth? aapl
1283,0,1.0,apple most important stock earth? aapl
1284,0,0.7039,apple most important stock earth? aapl
1285,0,0.8083,apple most important stock earth? aapl
1286,0,1.0,apple most important stock earth? aapl
1287,0,1.0,apple most important stock earth? aapl
1288,0,1.0,apple most important stock earth? aapl
1289,0,0.4908,year wizkid turned down nabbed backing from hollywood star
1290,1,0.6373,"while still dominates commerce, devices grabbing market share"
1291,0,1.0,could really kick this iphone battery sucks moldy dick tuesday night worst shit ever only last fucking hours
1292,0,1.0,disgusted with advertising ipad falseadvertising nono
1293,0,1.0,square launches food delivery service caviar blog aapl
1294,0,1.0,done with this iphone plus apple sprint giving bread back trash phone full fuck
1295,0,1.0,done with this iphone plus apple sprint giving bread back trash phone full fuck
1296,0,0.6551,unlikely supply chain rumor suggests inch iphone model next year aapl aapl
1297,0,1.0,wouldn't idea bring back tweet function guys
1298,0,1.0,details apple ipad mini revealed aapl
1299,0,0.6656,wouldn't idea bring back tweet function guys
1300,0,1.0,"cuhz step your shit up,have good phone with real charger ready february outro"
1301,0,1.0,update just bricked macbook pro! fuck
1302,0,0.668,aapl developer perfectly summed limitations apple watch
1303,0,1.0,work enterprise challenge julie anderson
1304,0,0.6744,"warns wearables makers that tech needs productivity, novelty like siri"
1305,0,0.6796,"warns wearables makers that tech needs productivity, novelty like siri"
1306,0,1.0,when this iwatch finna drop
1307,1,0.6544,aapl apple (aapl) crushing google (googl) mobile shopping
1308,0,1.0,next year
1309,0,1.0,iphone plus captures 'phablet' sales aapl aapl
1310,0,1.0,quarter next year
1311,0,0.7135,believe second third dear
1312,1,1.0,free this nice ipad
1313,0,1.0,many products does take write paper? photo credit iphone
1314,0,0.6731,hopefully before bday believe second third dear
1315,1,1.0,gotta have don't even like watches
1316,0,1.0,customer journey from search checkout ecommerce casestudy
1317,0,0.3469,that black jawn getting scooped like cream gotta have don't even like watches
1318,0,1.0,"needs stop auto arranging home screen, allow users position apps wherever they want"
1319,0,1.0,haven't decided might bourgeois about
1320,0,1.0,haven't decided might bourgeois about
1321,0,1.0,"apple intraday comments updated range, premium users aapl stockaction trading stocks"
1322,0,1.0,fuck going left product make last more then couple months shittychargers
1323,0,1.0,have more storage left fuck
1324,1,0.6781,"would've invested 50,000 2005 aapl stock would have 1,315,066 today shucks"
1325,0,1.0,totally agree
1326,0,0.8071,"apple announces 'hour code' 2014 campaign students, offers free programming workshops december aapl"
1327,0,0.6725,spotify promotion offers month premium subscription customers blog aapl
1328,0,0.7048,iphone makes success android fights back japan aapl aapl
1329,0,1.0,iphone makes success android fights back japan aapl aapl
1330,0,1.0,alabama anti discrimination bill named after apple's cook aapl
1331,1,0.6722,looks like offering free course their programs that same thing seeing? hourofcode
